EpiRR,states,annotated_probs,corrected_probs,annotated,corrected
IHECRE00003845.2,3,0.91,0.91,NS,NS
IHECRE00003845.2,4,0.35,0.32,Mix,Enh
IHECRE00003845.2,5,0.91,0.91,ReprPC,ReprPC
IHECRE00003845.2,6,0.46,0.46,Mix,Mix
IHECRE00003845.2,7,0.96,0.96,Tx_Str,Tx_Str
IHECRE00003845.2,8,0.5,0.5,Het_F,Het_F
IHECRE00003845.2,9,0.28,0.28,Tx_Wk,Tx_Wk
IHECRE00003845.2,10,0.94,0.94,Pr,Pr
IHECRE00000004.3,1,0.45,0.45,Het_F,Het_F
IHECRE00000004.3,2,0.94,0.94,ReprPC,ReprPC
IHECRE00000004.3,3,0.26,0.1,Rep,Tx_Wk
IHECRE00000004.3,4,0.51,0.51,Rep,Rep
IHECRE00000004.3,5,0.99,0.99,NS,NS
IHECRE00000004.3,6,0.47,0.47,Mix,Mix
IHECRE00000004.3,7,1,1,Pr,Pr
IHECRE00000004.3,8,1,1,Het_C,Het_C
IHECRE00000004.3,9,0.68,0.68,Enh,Enh
IHECRE00000004.3,10,0.97,0.97,Tx_Str,Tx_Str
IHECRE00004713.2,1,0.39,0.39,Mix,Mix
IHECRE00004713.2,2,0.62,0.62,Het_C,Het_C
IHECRE00004713.2,3,0.47,0.32,Het_C,Het_F
IHECRE00004713.2,4,0.39,0.18,Het_F,Tx_Wk
IHECRE00004713.2,5,0.62,0.62,Enh,Enh
IHECRE00004713.2,6,1,1,NS,NS
IHECRE00004713.2,7,1,1,Pr,Pr
IHECRE00004713.2,8,0.31,0.31,Rep,Rep
IHECRE00004713.2,9,0.99,0.99,Tx_Str,Tx_Str
IHECRE00004713.2,10,0.66,0.66,ReprPC,ReprPC
IHECRE00000743.1,1,0.98,0.98,Tx_Str,Tx_Str
IHECRE00000743.1,2,0.6,0.6,Mix,Mix
IHECRE00000743.1,3,0.72,0.72,Het_F,Het_F
IHECRE00000743.1,4,1,1,NS,NS
IHECRE00000743.1,5,0.6,0.6,Tx_Wk,Tx_Wk
IHECRE00000743.1,6,1,1,Pr,Pr
IHECRE00000743.1,7,0.96,0.96,Het_C,Het_C
IHECRE00000743.1,8,0.8,0.8,ReprPC,ReprPC
IHECRE00000743.1,9,0.76,0.76,Enh,Enh
IHECRE00000743.1,10,0.27,0.27,Rep,Rep
IHECRE00000024.3,1,1,1,NS,NS
IHECRE00000024.3,2,0.95,0.95,Enh,Enh
IHECRE00000024.3,3,0.94,0.94,Het_C,Het_C
IHECRE00000024.3,4,0.68,0.68,Rep,Rep
IHECRE00000024.3,5,0.93,0.93,Tx_Str,Tx_Str
IHECRE00000024.3,6,0.39,0.32,Het_F,Mix
IHECRE00000024.3,7,0.63,0.63,Het_F,Het_F
IHECRE00000024.3,8,0.96,0.96,Pr,Pr
IHECRE00000024.3,9,0.53,0.53,Tx_Wk,Tx_Wk
IHECRE00000024.3,10,0.98,0.98,ReprPC,ReprPC
IHECRE00000354.2,1,0.63,0.63,Mix,Mix
IHECRE00000354.2,2,0.99,0.99,NS,NS
IHECRE00000354.2,3,1,1,Pr,Pr
IHECRE00000354.2,4,0.91,0.91,ReprPC,ReprPC
IHECRE00000354.2,5,1,1,Tx_Str,Tx_Str
IHECRE00000354.2,6,0.97,0.97,Enh,Enh
IHECRE00000354.2,7,0.65,0.65,Rep,Rep
IHECRE00000354.2,8,0.62,0.62,Het_F,Het_F
IHECRE00000354.2,9,0.62,0.62,Het_C,Het_C
IHECRE00000354.2,10,0.75,0.75,Tx_Wk,Tx_Wk
IHECRE00000223.3,1,0.81,0.81,NS,NS
IHECRE00000223.3,2,0.74,0.74,Enh,Enh
IHECRE00000223.3,3,0.46,0.24,Het_C,Rep
IHECRE00000223.3,4,0.9,0.9,Pr,Pr
IHECRE00000223.3,5,0.32,0.08,ReprPC,Tx_Wk
IHECRE00000223.3,6,0.38,0.38,Het_F,Het_F
IHECRE00000223.3,7,0.88,0.88,Tx_Str,Tx_Str
IHECRE00000223.3,8,0.93,0.93,ReprPC,ReprPC
IHECRE00000223.3,9,0.53,0.53,Het_C,Het_C
IHECRE00000223.3,10,0.26,0.26,Het_F,Mix
IHECRE00001955.3,1,0.94,0.94,Tx_Str,Tx_Str
IHECRE00001955.3,2,0.33,0.33,Het_F,Het_F
IHECRE00001955.3,3,0.95,0.95,Pr,Pr
IHECRE00001955.3,4,0.33,0.33,ReprPC,ReprPC
IHECRE00001955.3,5,0.49,0.49,Tx_Wk,Tx_Wk
IHECRE00001955.3,6,0.41,0.41,Rep,Rep
IHECRE00001955.3,7,0.29,0.29,Enh,Enh
IHECRE00001955.3,8,0.99,0.99,Het_C,Het_C
IHECRE00001955.3,9,0.55,0.55,Mix,Mix
IHECRE00001955.3,10,0.98,0.98,NS,NS
IHECRE00001913.1,1,0.73,0.73,Het_C,Het_C
IHECRE00001913.1,2,1,1,NS,NS
IHECRE00001913.1,3,0.77,0.77,ReprPC,ReprPC
IHECRE00001913.1,4,1,1,Pr,Pr
IHECRE00001913.1,5,0.84,0.84,Mix,Mix
IHECRE00001913.1,6,0.65,0.65,Het_F,Het_F
IHECRE00001913.1,7,0.86,0.86,Enh,Enh
IHECRE00001913.1,8,0.74,0.74,Tx_Wk,Tx_Wk
IHECRE00001913.1,9,0.96,0.96,Rep,Rep
IHECRE00001913.1,10,0.99,0.99,Tx_Str,Tx_Str
IHECRE00003805.1,1,1,1,Tx_Str,Tx_Str
IHECRE00003805.1,2,0.97,0.97,Het_C,Het_C
IHECRE00003805.1,3,0.84,0.84,Mix,Mix
IHECRE00003805.1,4,0.99,0.99,NS,NS
IHECRE00003805.1,5,0.88,0.88,Tx_Wk,Tx_Wk
IHECRE00003805.1,6,1,1,Pr,Pr
IHECRE00003805.1,7,0.99,0.99,ReprPC,ReprPC
IHECRE00003805.1,8,0.69,0.69,Rep,Rep
IHECRE00003805.1,9,0.81,0.81,Het_F,Het_F
IHECRE00003805.1,10,1,1,Enh,Enh
IHECRE00001952.2,1,0.96,0.96,NS,NS
IHECRE00001952.2,2,0.73,0.73,Enh,Enh
IHECRE00001952.2,3,0.98,0.98,Het_C,Het_C
IHECRE00001952.2,4,0.52,0.52,Rep,Rep
IHECRE00001952.2,5,0.43,0.31,Rep,Het_F
IHECRE00001952.2,6,0.36,0.36,ReprPC,ReprPC
IHECRE00001952.2,7,0.61,0.61,Tx_Wk,Tx_Wk
IHECRE00001952.2,8,1,1,Pr,Pr
IHECRE00001952.2,9,0.94,0.94,Tx_Str,Tx_Str
IHECRE00001952.2,10,0.49,0.49,Mix,Mix
IHECRE00004618.1,1,0.58,0.58,Tx_Str,Tx_Str
IHECRE00004618.1,2,0.43,0.43,Rep,Rep
IHECRE00004618.1,3,0.37,0.37,Tx_Wk,Tx_Wk
IHECRE00004618.1,4,0.36,0.12,Het_F,ReprPC
IHECRE00004618.1,5,0.99,0.99,NS,NS
IHECRE00004618.1,6,1,1,Pr,Pr
IHECRE00004618.1,7,0.32,0.29,Tx_Wk,Mix
IHECRE00004618.1,8,0.24,0.24,Het_C,Het_C
IHECRE00004618.1,9,0.39,0.39,Enh,Enh
IHECRE00004618.1,10,0.42,0.42,Het_F,Het_F
IHECRE00000808.1,1,0.97,0.97,Tx_Str,Tx_Str
IHECRE00000808.1,2,0.25,0.23,Het_F,Mix
IHECRE00000808.1,3,0.72,0.72,Het_F,Het_F
IHECRE00000808.1,4,0.98,0.98,NS,NS
IHECRE00000808.1,5,0.45,0.45,Enh,Enh
IHECRE00000808.1,6,0.44,0.22,ReprPC,Rep
IHECRE00000808.1,7,0.98,0.98,Pr,Pr
IHECRE00000808.1,8,0.96,0.96,Het_C,Het_C
IHECRE00000808.1,9,0.57,0.57,Tx_Wk,Tx_Wk
IHECRE00000808.1,10,0.76,0.76,ReprPC,ReprPC
IHECRE00003715.2,1,0.97,0.97,NS,NS
IHECRE00003715.2,2,0.69,0.69,Tx_Str,Tx_Str
IHECRE00003715.2,3,0.36,0.36,Het_F,Het_F
IHECRE00003715.2,4,0.44,0.17,Tx_Str,Mix
IHECRE00003715.2,5,0.4,0.31,Mix,Enh
IHECRE00003715.2,6,0.31,0.31,Tx_Wk,Tx_Wk
IHECRE00003715.2,7,0.62,0.62,ReprPC,ReprPC
IHECRE00003715.2,8,0.82,0.82,Pr,Pr
IHECRE00003715.2,9,0.89,0.89,Het_C,Het_C
IHECRE00003715.2,10,0.68,0.68,Rep,Rep
IHECRE00001909.1,1,0.43,0.05,Het_C,Mix
IHECRE00001909.1,2,0.97,0.97,NS,NS
IHECRE00001909.1,3,0.99,0.99,Pr,Pr
IHECRE00001909.1,4,0.52,0.52,Het_F,Het_F
IHECRE00001909.1,5,0.45,0.45,Het_C,Het_C
IHECRE00001909.1,6,0.62,0.62,Tx_Wk,Tx_Wk
IHECRE00001909.1,7,0.38,0.27,Tx_Wk,ReprPC
IHECRE00001909.1,8,0.65,0.65,Rep,Rep
IHECRE00001909.1,9,0.91,0.91,Tx_Str,Tx_Str
IHECRE00001909.1,10,0.51,0.51,Enh,Enh
IHECRE00001963.2,1,0.98,0.98,Het_C,Het_C
IHECRE00001963.2,2,0.33,0.33,ReprPC,ReprPC
IHECRE00001963.2,3,0.59,0.59,Het_F,Het_F
IHECRE00001963.2,4,0.93,0.93,NS,NS
IHECRE00001963.2,5,0.88,0.88,Tx_Str,Tx_Str
IHECRE00001963.2,6,0.59,0.59,Enh,Enh
IHECRE00001963.2,7,0.49,0.32,Enh,Tx_Wk
IHECRE00001963.2,8,0.37,0.37,Rep,Rep
IHECRE00001963.2,9,0.65,0.65,Mix,Mix
IHECRE00001963.2,10,0.78,0.78,Pr,Pr
IHECRE00004608.1,1,0.38,0.38,Enh,Enh
IHECRE00004608.1,2,0.7,0.7,Tx_Str,Tx_Str
IHECRE00004608.1,3,0.46,0.33,Het_F,Mix
IHECRE00004608.1,4,0.22,0.22,Het_C,Het_C
IHECRE00004608.1,5,0.44,0.44,Tx_Wk,Tx_Wk
IHECRE00004608.1,6,0.37,0.37,Rep,Rep
IHECRE00004608.1,7,0.4,0.4,Het_F,Het_F
IHECRE00004608.1,8,0.35,0.17,Het_F,ReprPC
IHECRE00004608.1,9,1,1,Pr,Pr
IHECRE00004608.1,10,0.99,0.99,NS,NS
IHECRE00000076.3,1,0.44,0.44,Tx_Wk,Tx_Wk
IHECRE00000076.3,2,0.33,0.09,Het_F,Mix
IHECRE00000076.3,3,0.43,0.43,Het_F,Het_F
IHECRE00000076.3,4,0.99,0.99,NS,NS
IHECRE00000076.3,5,1,1,Pr,Pr
IHECRE00000076.3,6,0.99,0.99,Tx_Str,Tx_Str
IHECRE00000076.3,7,0.95,0.95,ReprPC,ReprPC
IHECRE00000076.3,8,0.6,0.6,Rep,Rep
IHECRE00000076.3,9,0.68,0.68,Enh,Enh
IHECRE00000076.3,10,0.45,0.45,Het_C,Het_C
IHECRE00000734.3,1,0.44,0.44,ReprPC,ReprPC
IHECRE00000734.3,2,0.98,0.98,NS,NS
IHECRE00000734.3,3,0.57,0.27,Pr,Enh
IHECRE00000734.3,4,0.38,0.35,Enh,Mix
IHECRE00000734.3,5,0.34,0.34,Rep,Rep
IHECRE00000734.3,6,0.56,0.56,Pr,Pr
IHECRE00000734.3,7,0.72,0.72,Tx_Wk,Tx_Wk
IHECRE00000734.3,8,0.54,0.54,Het_F,Het_F
IHECRE00000734.3,9,0.8,0.8,Tx_Str,Tx_Str
IHECRE00000734.3,10,0.87,0.87,Het_C,Het_C
IHECRE00001546.1,1,1,1,Het_C,Het_C
IHECRE00001546.1,2,0.27,0.21,Het_F,Mix
IHECRE00001546.1,3,1,1,NS,NS
IHECRE00001546.1,4,1,1,Pr,Pr
IHECRE00001546.1,5,0.69,0.69,Enh,Enh
IHECRE00001546.1,6,0.73,0.73,Tx_Wk,Tx_Wk
IHECRE00001546.1,7,0.99,0.99,Tx_Str,Tx_Str
IHECRE00001546.1,8,0.97,0.97,ReprPC,ReprPC
IHECRE00001546.1,9,0.51,0.42,Het_F,Rep
IHECRE00001546.1,10,0.68,0.68,Het_F,Het_F
IHECRE00001903.1,1,0.98,0.98,ReprPC,ReprPC
IHECRE00001903.1,2,0.99,0.99,Mix,Mix
IHECRE00001903.1,3,0.94,0.94,Rep,Rep
IHECRE00001903.1,4,1,1,NS,NS
IHECRE00001903.1,5,1,1,Enh,Enh
IHECRE00001903.1,6,1,1,Het_C,Het_C
IHECRE00001903.1,7,0.94,0.94,Tx_Wk,Tx_Wk
IHECRE00001903.1,8,1,1,Tx_Str,Tx_Str
IHECRE00001903.1,9,0.97,0.97,Het_F,Het_F
IHECRE00001903.1,10,1,1,Pr,Pr
IHECRE00000034.3,1,0.4,0.4,Het_F,Het_F
IHECRE00000034.3,2,0.55,0.55,Tx_Wk,Tx_Wk
IHECRE00000034.3,3,0.93,0.93,ReprPC,ReprPC
IHECRE00000034.3,4,0.64,0.64,Rep,Rep
IHECRE00000034.3,5,0.45,0.08,Het_F,Mix
IHECRE00000034.3,6,0.66,0.66,Enh,Enh
IHECRE00000034.3,7,0.99,0.99,NS,NS
IHECRE00000034.3,8,0.67,0.67,Het_C,Het_C
IHECRE00000034.3,9,0.94,0.94,Tx_Str,Tx_Str
IHECRE00000034.3,10,1,1,Pr,Pr
